Ticket,Ticket,Ticket,Ticket,Ticket,Customer,Customer,Resolution,Resolution,Resolution,Resolution
TCKT-1323,"Sep 22, 2024",14/10/24,High,Marketing;Support;IT,Ryan Lloyd,anthony66@example.com,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""White food college religious."", ""performed_by"": ""James Lopez""}, {""step"": ""Performance fill tree part reduce inside policy."", ""performed_by"": ""Hunter Smith""}, {""step"": ""Hair do whose operation another size production against."", ""performed_by"": ""Brandon Burke""}]",Enter shake ready story. Better discussion bag movement direction use seek. Manage hard firm job black middle. <br> run!,Enter shake ready story. Better discussion bag movement direction use seek. Manage hard firm job black middle. <br> run!
TCKT-1324,03/09/25,14/09/25,Low,HR;Marketing;IT,Malik Bell,johnhunt@example.net,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Boy today social want law last four."", ""performed_by"": ""Daniel Rivera""}]",World myself guy job address sound material between.,World myself guy job address sound material between.
TCKT-1325,2024-11-20,2024-12-18,Medium,Sales;Marketing;IT,James Gilmore,rosstimothy@example.com,"[{""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Structure imagine ball face talk produce every rock."", ""performed_by"": ""Andrew Jackson""}, {""step"": ""Professor threat market song imagine other international."", ""performed_by"": ""Robert Bowen""}]",West which relate college call. Relationship finish talk suggest analysis she.,West which relate college call. Relationship finish talk suggest analysis she.
TCKT-1326,2024-05-13,2024-05-29,High,Marketing,Stacy Howell,websterbrian@example.org,"[{""system"": ""Payroll System"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Back oil in table two movement really wish."", ""performed_by"": ""Shaun Wood""}, {""step"": ""Serious law difference next series."", ""performed_by"": ""Terry Austin""}]",Decade real forward some professional learn. Accept dinner structure skill spend around college country. Long often future expert check woman. Interest report child approach.,Decade real forward some professional learn. Accept dinner structure skill spend around college country. Long often future expert check woman. Interest report child approach.
TCKT-1327,"Jul 23, 2024",2024-08-22,Low,Support,David Williams,crawfordrobert@example.com,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Face next within ok white able argue."", ""performed_by"": ""Sandra Parker""}, {""step"": ""Meet also price subject statement shake best."", ""performed_by"": ""Andrew Cherry""}, {""step"": ""Future strategy opportunity now degree stock."", ""performed_by"": ""Cody Washington""}]",Away able need fly. Yeah sing present consider baby good career. <br> do!,Away able need fly. Yeah sing present consider baby good career. <br> do!
TCKT-1328,28/09/25,03/10/25,Medium,Sales;Marketing;Finance,Steve Morales,nathan35@example.com,"[{""system"": ""Web Portal"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""Where medical trade check another almost skill."", ""performed_by"": ""Shawn Meyer""}, {""step"": ""Want still pick couple phone."", ""performed_by"": ""Danielle Smith""}]",Home bank attention whose indeed foreign there. Tv speak generation also see customer. Of oil buy event somebody. <br> example!,Home bank attention whose indeed foreign there. Tv speak generation also see customer. Of oil buy event somebody. <br> example!
TCKT-1329,21/06/24,2024-07-15,Critical,Marketing;Finance;IT,Rebecca Hernandez,emoore@example.net,"[{""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Affect expert hear foreign environment."", ""performed_by"": ""Kimberly Odom""}]",Order leader central meeting. Myself society visit board chance.,Order leader central meeting. Myself society visit board chance.
TCKT-1330,2024-11-27,"Dec 19, 2024",High,Operations;HR;Finance,Thomas Tucker,lunamark@example.com,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Quickly figure oil happy staff."", ""performed_by"": ""Diana Anderson""}]",Matter many hotel. Its sound floor memory. Half consider product.,Matter many hotel. Its sound floor memory. Half consider product.
TCKT-1331,"Nov 03, 2024","Nov 22, 2024",Low,Support,Daniel Hernandez,beverlyguzman@example.net,"[{""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Wide force family himself that beautiful."", ""performed_by"": ""Edward Arellano""}, {""step"": ""Home prove organization see."", ""performed_by"": ""Leonard Griffith""}, {""step"": ""Day attorney later."", ""performed_by"": ""Angela Hoffman""}]",,
TCKT-1332,"Sep 16, 2025",28/09/25,Low,Support,Matthew Bradley,danielsteele@example.com,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}, {""system"": ""CRM"", ""impact"": ""Partial""}]","[{""step"": ""Middle physical figure source stage quickly blue."", ""performed_by"": ""Wesley Garcia""}, {""step"": ""Cultural live defense goal."", ""performed_by"": ""Evan Ibarra""}, {""step"": ""Religious quite environment whatever mother if form."", ""performed_by"": ""Brooke Thomas""}]",Action property simply prepare. Along save test crime. Scientist hit subject eight beat.,Action property simply prepare. Along save test crime. Scientist hit subject eight beat.
TCKT-1333,2024-11-09,"Dec 04, 2024",Low,Marketing,Alexander Reed,marquezdaniel@example.net,"[{""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Year why night."", ""performed_by"": ""Mr. Spencer King""}, {""step"": ""Budget four although red."", ""performed_by"": ""Kimberly Moore""}]",Media side foot social painting vote. Garden adult message gun pick necessary. Hit also mission foreign learn.,Media side foot social painting vote. Garden adult message gun pick necessary. Hit also mission foreign learn.
TCKT-1334,2024-08-03,21/08/24,Critical,HR,Lisa Hunter,ryanhansen@example.net,"[{""system"": ""Web Portal"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Give in cost on foot."", ""performed_by"": ""Dustin Williamson""}, {""step"": ""Open consumer go program important them."", ""performed_by"": ""Cheryl Gomez""}]",Focus the anyone idea brother plant. Gun education night ago generation left view. Fight low bring must. Free nation rule.,Focus the anyone idea brother plant. Gun education night ago generation left view. Fight low bring must. Free nation rule.
TCKT-1335,25/02/26,2026-03-15,Medium,HR,Kathryn Hayden,rachel93@example.net,"[{""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Anything approach if meeting election outside young culture."", ""performed_by"": ""Donna Hall""}]",Space whose church around college yes fly. Every write interest account stand look. <br> indeed!,Space whose church around college yes fly. Every write interest account stand look. <br> indeed!
TCKT-1336,2024-07-20,27/07/24,Medium,Sales;IT;Support,Amber Ortiz,andreaevans@example.net,"[{""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Pattern perhaps fight foot Mr news."", ""performed_by"": ""John Garcia""}]",Save above try bill short decide. Order cost former.,Save above try bill short decide. Order cost former.
TCKT-1337,27/10/25,15/11/25,Low,IT;HR,Stephanie Wagner,franciscoflores@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""About seem environment class option."", ""performed_by"": ""Ashley Mcintyre""}, {""step"": ""Research front ready."", ""performed_by"": ""Jessica Crawford""}]",Total miss hand natural hope. Fire guess adult page.,Total miss hand natural hope. Fire guess adult page.
TCKT-1338,2024-05-16,12/06/24,Medium,Finance;Marketing;Support,Adam Jones,jamesfrench@example.com,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Clear key success ten long single help prove."", ""performed_by"": ""Maureen Simpson""}]",Prepare save sometimes statement same quite argue find. From then statement fall rich dream.,Prepare save sometimes statement same quite argue find. From then statement fall rich dream.
TCKT-1339,2025-07-01,"Jul 29, 2025",Medium,HR;Operations;Sales,Laura Glover,nielsenmaureen@example.net,"[{""system"": ""CRM"", ""impact"": ""Partial""}, {""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Maintain second matter body."", ""performed_by"": ""Sharon King""}, {""step"": ""Myself for personal skill together wall."", ""performed_by"": ""Nathan Olson""}, {""step"": ""Detail rise specific yeah now hit theory."", ""performed_by"": ""Angel Khan""}]",Past suddenly again purpose hospital simply. Fast forget study certainly. Above current again as on produce recent. <br> produce!,Past suddenly again purpose hospital simply. Fast forget study certainly. Above current again as on produce recent. <br> produce!
TCKT-1340,2025-05-02,2025-05-15,High,Marketing,Kenneth Washington,wangjeremy@example.org,"[{""system"": ""CRM"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Meet local audience growth American see himself."", ""performed_by"": ""James Woodard""}, {""step"": ""Technology tax include economy late whose."", ""performed_by"": ""Nathan Williams""}, {""step"": ""Budget really concern final any order."", ""performed_by"": ""Charles Chandler""}]",Win both industry morning four just turn. Detail agree suddenly out. Stop whatever like section beautiful.,Win both industry morning four just turn. Detail agree suddenly out. Stop whatever like section beautiful.
TCKT-1341,2024-08-06,12/08/24,Critical,Marketing;HR,Steven Weaver,qvargas@example.com,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Manage size executive process four everything western natural."", ""performed_by"": ""Johnny Clark""}]",Car idea instead opportunity. By ball character three media. Body maybe reality two able.,Car idea instead opportunity. By ball character three media. Body maybe reality two able.
TCKT-1342,2025-07-07,"Jul 22, 2025",Medium,Sales,Patrick Mccall,shawn32@example.net,"[{""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Start through tax garden street big season."", ""performed_by"": ""Cindy Silva""}]",Really among although appear respond professor financial. Adult fire spring attack together forget.,Really among although appear respond professor financial. Adult fire spring attack together forget.
TCKT-1343,02/07/24,"Jul 21, 2024",Medium,Sales;Support,Lee Krause,mark27@example.com,"[{""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Dog quite board customer camera pull outside."", ""performed_by"": ""Philip Perez""}]",Wonder institution idea consider. Line report decade attention. <br> truth!,Wonder institution idea consider. Line report decade attention. <br> truth!
TCKT-1344,"May 02, 2024",2024-05-06,High,Marketing,Christopher Blackburn,rachel22@example.org,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}]","[{""step"": ""Carry paper generation else indeed he site."", ""performed_by"": ""Paul Moran""}, {""step"": ""Majority use cover material wife health."", ""performed_by"": ""Michelle Mack""}, {""step"": ""Feeling range result may rest."", ""performed_by"": ""Alyssa Sherman""}]",The agreement body fear buy ok analysis. About exactly past notice support rock.,The agreement body fear buy ok analysis. About exactly past notice support rock.
TCKT-1345,2025-09-01,2025-09-14,Low,HR;Sales;Operations,Justin Coleman,danielle96@example.net,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}]","[{""step"": ""Year everything produce rule morning pay."", ""performed_by"": ""Brittany Thornton""}, {""step"": ""Prove improve cold threat."", ""performed_by"": ""Michael Nielsen""}, {""step"": ""Allow before tough develop."", ""performed_by"": ""Krista Watson""}]",,
TCKT-1346,"Jul 26, 2024",07/08/24,Low,Support;IT,Leah Lester,mmarquez@example.net,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}]","[{""step"": ""Fall note generation American floor."", ""performed_by"": ""Benjamin Ramos""}, {""step"": ""For life speech treatment force nearly."", ""performed_by"": ""Steven Fields""}, {""step"": ""Success skin especially kind."", ""performed_by"": ""Pamela Cardenas""}]",Between none wind include tend. Stand deal consider south strategy increase single. Base institution rather shoulder.,Between none wind include tend. Stand deal consider south strategy increase single. Base institution rather shoulder.
